=== LOG DLA 60 FLOWS ===

===== RUN 0 =====
FLOW 0 IP: 13 -> 9 -> 6 | ACCEPTED
FLOW 29 CSPF: 13 -> 9 -> 6 -> 11 -> 7 -> 3 | ACCEPTED
FLOW 29 WEIGHTED: 13 -> 8 -> 7 -> 3 | ACCEPTED
FLOW 30 IP: 14 -> 4 -> 6 -> 2 | ACCEPTED
FLOW 30 CSPF: 14 -> 4 -> 6 -> 2 | ACCEPTED
FLOW 30 WEIGHTED: 14 -> 4 -> 6 -> 2 | ACCEPTED
FLOW 31 IP: 0 -> 5 | ACCEPTED
FLOW 31 CSPF: 0 -> 5 | ACCEPTED
FLOW 31 WEIGHTED: 0 -> 5 | ACCEPTED
FLOW 32 IP: 4 -> 6 -> 11 | ACCEPTED
FLOW 32 CSPF: 4 -> 6 -> 11 | ACCEPTED
FLOW 32 WEIGHTED: 4 -> 11 | ACCEPTED
FLOW 33 IP: 5 -> 4 | ACCEPTED
FLOW 33 CSPF: 5 -> 4 | ACCEPTED
FLOW 33 WEIGHTED: 5 -> 4 | ACCEPTED
FLOW 34 IP: 2 -> 6 -> 10 -> 12 | ACCEPTED
FLOW 34 CSPF: 2 -> 6 -> 10 -> 12 | ACCEPTED
FLOW 34 WEIGHTED: 2 -> 10 -> 12 | ACCEPTED
FLOW 35 IP: 13 -> 9 | ACCEPTED
FLOW 35 CSPF: 13 -> 9 | ACCEPTED
FLOW 35 WEIGHTED: 13 -> 9 | ACCEPTED
FLOW 36 IP: 9 -> 6 -> 11 -> 7 -> 3 | ACCEPTED
FLOW 36 CSPF: 9 -> 6 -> 11 -> 7 -> 3 | ACCEPTED
FLOW 36 WEIGHTED: 9 -> 6 -> 11 -> 3 | ACCEPTED
FLOW 37 IP: 2 -> 6 -> 4 | ACCEPTED
FLOW 37 CSPF: 2 -> 6 -> 4 | ACCEPTED
FLOW 37 WEIGHTED: 2 -> 6 -> 4 | ACCEPTED
FLOW 38 IP: 2 -> 0 -> 5 | ACCEPTED
FLOW 38 CSPF: NONE | REJECTED
FLOW 38 WEIGHTED: NONE | REJECTED
FLOW 39 IP: 5 -> 0 | ACCEPTED
FLOW 39 CSPF: 5 -> 0 | ACCEPTED
FLOW 39 WEIGHTED: 5 -> 0 | ACCEPTED
FLOW 40 IP: 5 -> 12 | ACCEPTED
FLOW 40 CSPF: 5 -> 12 | ACCEPTED
FLOW 40 WEIGHTED: 5 -> 12 | ACCEPTED
FLOW 41 IP: 9 -> 6 -> 1 | ACCEPTED
FLOW 41 CSPF: 9 -> 6 -> 1 | ACCEPTED
FLOW 41 WEIGHTED: 9 -> 6 -> 1 | ACCEPTED
FLOW 42 IP: 6 -> 4 -> 14 | ACCEPTED
FLOW 42 CSPF: 6 -> 4 -> 14 | ACCEPTED
FLOW 42 WEIGHTED: 6 -> 8 -> 14 | ACCEPTED
FLOW 43 IP: 0 -> 8 -> 7 -> 11 | ACCEPTED
FLOW 43 CSPF: 0 -> 8 -> 7 -> 11 | ACCEPTED
FLOW 43 WEIGHTED: 0 -> 7 -> 11 | ACCEPTED
FLOW 44 IP: 10 -> 6 -> 2 | ACCEPTED
FLOW 44 CSPF: 10 -> 6 -> 2 | ACCEPTED
FLOW 44 WEIGHTED: 10 -> 2 | ACCEPTED
FLOW 45 IP: 8 -> 7 | ACCEPTED
FLOW 45 CSPF: 8 -> 7 | ACCEPTED
FLOW 45 WEIGHTED: 8 -> 7 | ACCEPTED
FLOW 46 IP: 5 -> 0 | ACCEPTED
FLOW 46 CSPF: 5 -> 0 | ACCEPTED
FLOW 46 WEIGHTED: 5 -> 0 | ACCEPTED
FLOW 47 IP: 8 -> 6 -> 4 | ACCEPTED
FLOW 47 CSPF: 8 -> 6 -> 4 | ACCEPTED
FLOW 47 WEIGHTED: 8 -> 4 | ACCEPTED
FLOW 48 IP: 3 -> 7 | ACCEPTED
FLOW 48 CSPF: 3 -> 7 | ACCEPTED
FLOW 48 WEIGHTED: 3 -> 7 | ACCEPTED
FLOW 49 IP: 7 -> 11 -> 6 | ACCEPTED
FLOW 49 CSPF: 7 -> 11 -> 6 | ACCEPTED
FLOW 49 WEIGHTED: 7 -> 6 | ACCEPTED
FLOW 50 IP: 3 -> 7 -> 11 -> 6 | ACCEPTED
FLOW 50 CSPF: 3 -> 7 -> 11 -> 6 | ACCEPTED
FLOW 50 WEIGHTED: 3 -> 7 -> 11 -> 6 | ACCEPTED
FLOW 51 IP: 10 -> 6 -> 4 -> 14 | ACCEPTED
FLOW 51 CSPF: 10 -> 6 -> 4 -> 14 | ACCEPTED
FLOW 51 WEIGHTED: 10 -> 4 -> 14 | ACCEPTED
FLOW 52 IP: 3 -> 7 | ACCEPTED
FLOW 52 CSPF: 3 -> 7 | ACCEPTED
FLOW 52 WEIGHTED: 3 -> 7 | ACCEPTED
FLOW 53 IP: 0 -> 5 -> 4 | ACCEPTED
FLOW 53 CSPF: 0 -> 5 -> 4 | ACCEPTED
FLOW 53 WEIGHTED: 0 -> 8 -> 4 | ACCEPTED
FLOW 54 IP: 8 -> 7 -> 3 | ACCEPTED
FLOW 54 CSPF: 8 -> 7 -> 3 | ACCEPTED
FLOW 54 WEIGHTED: 8 -> 3 | ACCEPTED
FLOW 55 IP: 13 -> 9 -> 6 -> 4 | ACCEPTED
FLOW 55 CSPF: 13 -> 9 -> 6 -> 4 | ACCEPTED
FLOW 55 WEIGHTED: 13 -> 9 -> 4 | ACCEPTED
FLOW 56 IP: 0 -> 8 -> 14 | ACCEPTED
FLOW 56 CSPF: 0 -> 8 -> 14 | ACCEPTED
FLOW 56 WEIGHTED: 0 -> 8 -> 14 | ACCEPTED
FLOW 57 IP: 1 -> 6 -> 9 | ACCEPTED
FLOW 57 CSPF: 1 -> 6 -> 9 | ACCEPTED
FLOW 57 WEIGHTED: 1 -> 6 -> 9 | ACCEPTED
FLOW 58 IP: 14 -> 4 -> 6 -> 10 | ACCEPTED
FLOW 58 CSPF: 14 -> 4 -> 6 -> 10 | ACCEPTED
FLOW 58 WEIGHTED: 14 -> 13 -> 10 | ACCEPTED
FLOW 59 IP: 6 -> 1 | ACCEPTED
FLOW 59 CSPF: 6 -> 1 | ACCEPTED
FLOW 59 WEIGHTED: 6 -> 1 | ACCEPTED

===== RUN 5 =====
FLOW 0 IP: 9 -> 6 -> 4 | ACCEPTED
FLOW 0 CSPF: 9 -> 6 -> 4 | ACCEPTED
FLOW 0 WEIGHTED: 9 -> 6 -> 4 | ACCEPTED
FLOW 1 IP: 11 -> 6 -> 9 -> 13 | ACCEPTED
FLOW 1 CSPF: 11 -> 6 -> 9 -> 13 | ACCEPTED
FLOW 1 WEIGHTED: 11 -> 6 -> 9 -> 13 | ACCEPTED
FLOW 2 IP: 13 -> 9 -> 6 -> 11 -> 7 | ACCEPTED
FLOW 2 CSPF: 13 -> 9 -> 6 -> 11 -> 7 | ACCEPTED
FLOW 2 WEIGHTED: 13 -> 8 -> 7 | ACCEPTED
FLOW 3 IP: 0 -> 8 -> 14 | ACCEPTED
FLOW 3 CSPF: 0 -> 8 -> 14 | ACCEPTED
FLOW 3 WEIGHTED: 0 -> 8 -> 14 | ACCEPTED
FLOW 4 IP: 5 -> 7 | ACCEPTED
FLOW 4 CSPF: 5 -> 7 | ACCEPTED
FLOW 4 WEIGHTED: 5 -> 7 | ACCEPTED
FLOW 5 IP: 8 -> 6 -> 1 | ACCEPTED
FLOW 5 CSPF: 8 -> 6 -> 1 | ACCEPTED
FLOW 5 WEIGHTED: 8 -> 6 -> 1 | ACCEPTED
FLOW 6 IP: 0 -> 8 -> 7 -> 11 | ACCEPTED
FLOW 6 CSPF: 0 -> 8 -> 7 -> 11 | ACCEPTED
FLOW 6 WEIGHTED: 0 -> 8 -> 7 -> 11 | ACCEPTED
FLOW 7 IP: 4 -> 6 -> 2 | ACCEPTED
FLOW 7 CSPF: 4 -> 6 -> 2 | ACCEPTED
FLOW 7 WEIGHTED: 4 -> 6 -> 2 | ACCEPTED
FLOW 8 IP: 12 -> 10 -> 6 -> 1 | ACCEPTED
FLOW 8 CSPF: 12 -> 10 -> 6 -> 1 | ACCEPTED
FLOW 8 WEIGHTED: 12 -> 10 -> 6 -> 1 | ACCEPTED
FLOW 9 IP: 9 -> 6 -> 11 -> 7 | ACCEPTED
FLOW 9 CSPF: 9 -> 6 -> 11 -> 7 | ACCEPTED
FLOW 9 WEIGHTED: 9 -> 6 -> 7 | ACCEPTED
FLOW 10 IP: 0 -> 8 -> 6 -> 9 -> 13 | ACCEPTED
FLOW 10 CSPF: 0 -> 8 -> 6 -> 9 -> 13 | ACCEPTED
FLOW 10 WEIGHTED: 0 -> 8 -> 13 | ACCEPTED
FLOW 11 IP: 12 -> 11 -> 7 -> 3 | ACCEPTED
FLOW 11 CSPF: 12 -> 11 -> 7 -> 3 | ACCEPTED
FLOW 11 WEIGHTED: 12 -> 11 -> 7 -> 3 | ACCEPTED
FLOW 12 IP: 2 -> 6 -> 4 | ACCEPTED
FLOW 12 CSPF: 2 -> 6 -> 4 | ACCEPTED
FLOW 12 WEIGHTED: 2 -> 6 -> 4 | ACCEPTED
FLOW 13 IP: 3 -> 7 -> 8 | ACCEPTED
FLOW 13 CSPF: 3 -> 7 -> 8 | ACCEPTED
FLOW 13 WEIGHTED: 3 -> 7 -> 8 | ACCEPTED
FLOW 14 IP: 11 -> 7 -> 3 | ACCEPTED
FLOW 14 CSPF: 11 -> 7 -> 3 | ACCEPTED
FLOW 14 WEIGHTED: 11 -> 7 -> 3 | ACCEPTED
FLOW 15 IP: 0 -> 5 | ACCEPTED
FLOW 15 CSPF: 0 -> 5 | ACCEPTED
FLOW 15 WEIGHTED: 0 -> 5 | ACCEPTED
FLOW 16 IP: 14 -> 4 -> 6 -> 2 | ACCEPTED
FLOW 16 CSPF: 14 -> 4 -> 6 -> 2 | ACCEPTED
FLOW 16 WEIGHTED: 14 -> 4 -> 6 -> 2 | ACCEPTED
FLOW 17 IP: 5 -> 4 | ACCEPTED
FLOW 17 CSPF: 5 -> 4 | ACCEPTED
FLOW 17 WEIGHTED: 5 -> 4 | ACCEPTED
FLOW 18 IP: 0 -> 8 -> 6 -> 9 | ACCEPTED
FLOW 18 CSPF: 0 -> 8 -> 6 -> 9 | ACCEPTED
FLOW 18 WEIGHTED: 0 -> 8 -> 6 -> 9 | ACCEPTED
FLOW 19 IP: 4 -> 5 | ACCEPTED
FLOW 19 CSPF: 4 -> 5 | ACCEPTED
FLOW 19 WEIGHTED: 4 -> 5 | ACCEPTED
FLOW 20 IP: 11 -> 7 -> 5 | ACCEPTED
FLOW 20 CSPF: 11 -> 7 -> 5 | ACCEPTED
FLOW 20 WEIGHTED: 11 -> 7 -> 5 | ACCEPTED
FLOW 21 IP: 7 -> 11 | ACCEPTED
FLOW 21 CSPF: 7 -> 11 | ACCEPTED
FLOW 21 WEIGHTED: 7 -> 11 | ACCEPTED
FLOW 22 IP: 4 -> 5 -> 0 | ACCEPTED
FLOW 22 CSPF: 4 -> 5 -> 0 | ACCEPTED
FLOW 22 WEIGHTED: 4 -> 5 -> 0 | ACCEPTED
FLOW 23 IP: 6 -> 8 -> 0 | ACCEPTED
FLOW 23 CSPF: 6 -> 8 -> 0 | ACCEPTED
FLOW 23 WEIGHTED: 6 -> 8 -> 0 | ACCEPTED
FLOW 24 IP: 6 -> 8 -> 0 -> 5 | ACCEPTED
FLOW 24 CSPF: 6 -> 8 -> 0 -> 5 | ACCEPTED
FLOW 24 WEIGHTED: 6 -> 10 -> 12 -> 5 | ACCEPTED
FLOW 25 IP: 13 -> 9 -> 6 -> 8 -> 0 | ACCEPTED
FLOW 25 CSPF: 13 -> 9 -> 6 -> 8 -> 0 | ACCEPTED
FLOW 25 WEIGHTED: 13 -> 8 -> 0 | ACCEPTED
FLOW 26 IP: 11 -> 6 -> 2 | ACCEPTED
FLOW 26 CSPF: 11 -> 6 -> 2 | ACCEPTED
FLOW 26 WEIGHTED: 11 -> 6 -> 2 | ACCEPTED
FLOW 27 IP: 3 -> 7 -> 11 -> 6 -> 1 | ACCEPTED
FLOW 27 CSPF: 3 -> 7 -> 11 -> 6 -> 1 | ACCEPTED
FLOW 27 WEIGHTED: 3 -> 7 -> 6 -> 1 | ACCEPTED
FLOW 28 IP: 13 -> 9 -> 6 -> 11 -> 7 | ACCEPTED
FLOW 28 CSPF: 13 -> 9 -> 6 -> 11 -> 7 | ACCEPTED
FLOW 28 WEIGHTED: 13 -> 9 -> 6 -> 7 | ACCEPTED
FLOW 29 IP: 5 -> 4 -> 14 | ACCEPTED
FLOW 29 CSPF: 5 -> 4 -> 14 | ACCEPTED
FLOW 29 WEIGHTED: 5 -> 14 | ACCEPTED
FLOW 30 IP: 12 -> 11 -> 7 | ACCEPTED
FLOW 30 CSPF: 12 -> 11 -> 7 | ACCEPTED
FLOW 30 WEIGHTED: 12 -> 11 -> 7 | ACCEPTED
FLOW 31 IP: 11 -> 12 | ACCEPTED
FLOW 31 CSPF: 11 -> 12 | ACCEPTED
FLOW 31 WEIGHTED: 11 -> 12 | ACCEPTED
FLOW 32 IP: 4 -> 5 -> 0 | ACCEPTED
FLOW 32 CSPF: 4 -> 5 -> 0 | ACCEPTED
FLOW 32 WEIGHTED: 4 -> 8 -> 0 | ACCEPTED
FLOW 33 IP: 1 -> 6 -> 11 -> 7 -> 3 | ACCEPTED
FLOW 33 CSPF: 1 -> 6 -> 11 -> 7 -> 3 | ACCEPTED
FLOW 33 WEIGHTED: 1 -> 6 -> 11 -> 3 | ACCEPTED
FLOW 34 IP: 9 -> 13 -> 5 | ACCEPTED
FLOW 34 CSPF: 9 -> 13 -> 5 | ACCEPTED
FLOW 34 WEIGHTED: 9 -> 13 -> 5 | ACCEPTED
FLOW 35 IP: 4 -> 14 | ACCEPTED
FLOW 35 CSPF: 4 -> 14 | ACCEPTED
FLOW 35 WEIGHTED: 4 -> 14 | ACCEPTED
FLOW 36 IP: 4 -> 6 -> 10 | ACCEPTED
FLOW 36 CSPF: 4 -> 6 -> 10 | ACCEPTED
FLOW 36 WEIGHTED: 4 -> 10 | ACCEPTED
FLOW 37 IP: 2 -> 6 -> 10 -> 12 | ACCEPTED
FLOW 37 CSPF: 2 -> 6 -> 10 -> 12 | ACCEPTED
FLOW 37 WEIGHTED: 2 -> 10 -> 12 | ACCEPTED
FLOW 38 IP: 2 -> 6 -> 11 | ACCEPTED
FLOW 38 CSPF: 2 -> 6 -> 11 | ACCEPTED
FLOW 38 WEIGHTED: 2 -> 6 -> 11 | ACCEPTED
FLOW 39 IP: 2 -> 6 -> 11 | ACCEPTED
FLOW 39 CSPF: 2 -> 6 -> 11 | ACCEPTED
FLOW 39 WEIGHTED: 2 -> 6 -> 11 | ACCEPTED
FLOW 40 IP: 9 -> 6 -> 8 | ACCEPTED
FLOW 40 CSPF: 9 -> 6 -> 8 | ACCEPTED
FLOW 40 WEIGHTED: 9 -> 6 -> 8 | ACCEPTED
FLOW 41 IP: 3 -> 7 -> 11 | ACCEPTED
FLOW 41 CSPF: 3 -> 7 -> 11 | ACCEPTED
FLOW 41 WEIGHTED: 3 -> 11 | ACCEPTED
FLOW 42 IP: 13 -> 9 -> 6 -> 4 | ACCEPTED
FLOW 42 CSPF: 13 -> 9 -> 6 -> 4 | ACCEPTED
FLOW 42 WEIGHTED: 13 -> 9 -> 4 | ACCEPTED
FLOW 43 IP: 6 -> 2 | ACCEPTED
FLOW 43 CSPF: 6 -> 2 | ACCEPTED
FLOW 43 WEIGHTED: 6 -> 2 | ACCEPTED
FLOW 44 IP: 10 -> 0 | ACCEPTED
FLOW 44 CSPF: 10 -> 0 | ACCEPTED
FLOW 44 WEIGHTED: 10 -> 0 | ACCEPTED
FLOW 45 IP: 13 -> 9 -> 6 -> 11 -> 7 -> 3 | ACCEPTED
FLOW 45 CSPF: 13 -> 9 -> 6 -> 11 -> 7 -> 3 | ACCEPTED
FLOW 45 WEIGHTED: 13 -> 5 -> 3 | ACCEPTED
FLOW 46 IP: 9 -> 6 -> 2 | ACCEPTED
FLOW 46 CSPF: 9 -> 6 -> 2 | ACCEPTED
FLOW 46 WEIGHTED: 9 -> 2 | ACCEPTED
FLOW 47 IP: 2 -> 6 | ACCEPTED
FLOW 47 CSPF: 2 -> 6 | ACCEPTED
FLOW 47 WEIGHTED: 2 -> 6 | ACCEPTED
FLOW 48 IP: 0 -> 8 -> 6 -> 9 -> 13 | REJECTED
FLOW 48 CSPF: 0 -> 8 -> 13 | ACCEPTED
FLOW 48 WEIGHTED: 0 -> 1 -> 13 | ACCEPTED
FLOW 49 IP: 2 -> 7 | ACCEPTED
FLOW 49 CSPF: 2 -> 7 | ACCEPTED
FLOW 49 WEIGHTED: 2 -> 7 | ACCEPTED
FLOW 50 IP: 2 -> 6 -> 8 | ACCEPTED
FLOW 50 CSPF: 2 -> 6 -> 8 | ACCEPTED
FLOW 50 WEIGHTED: 2 -> 0 -> 8 | ACCEPTED
FLOW 51 IP: 7 -> 11 | ACCEPTED
FLOW 51 CSPF: 7 -> 11 | ACCEPTED
FLOW 51 WEIGHTED: 7 -> 11 | ACCEPTED
FLOW 52 IP: 4 -> 7 | ACCEPTED
FLOW 52 CSPF: 4 -> 7 | ACCEPTED
FLOW 52 WEIGHTED: 4 -> 7 | ACCEPTED
FLOW 53 IP: 2 -> 6 -> 1 | REJECTED
FLOW 53 CSPF: 2 -> 10 -> 6 -> 1 | ACCEPTED
FLOW 53 WEIGHTED: 2 -> 6 -> 1 | ACCEPTED
FLOW 54 IP: 8 -> 6 -> 2 | REJECTED
FLOW 54 CSPF: 8 -> 0 -> 2 | ACCEPTED
FLOW 54 WEIGHTED: 8 -> 7 -> 2 | ACCEPTED
FLOW 55 IP: 5 -> 0 -> 2 | ACCEPTED
FLOW 55 CSPF: 5 -> 0 -> 2 | ACCEPTED
FLOW 55 WEIGHTED: 5 -> 0 -> 2 | ACCEPTED
FLOW 56 IP: 4 -> 6 -> 8 | ACCEPTED
FLOW 56 CSPF: 4 -> 6 -> 8 | ACCEPTED
FLOW 56 WEIGHTED: 4 -> 8 | ACCEPTED
FLOW 57 IP: 8 -> 0 -> 5 | ACCEPTED
FLOW 57 CSPF: 8 -> 0 -> 5 | ACCEPTED
FLOW 57 WEIGHTED: 8 -> 0 -> 5 | ACCEPTED
FLOW 58 IP: 12 -> 5 | ACCEPTED
FLOW 58 CSPF: 12 -> 5 | ACCEPTED
FLOW 58 WEIGHTED: 12 -> 5 | ACCEPTED
FLOW 59 IP: 0 -> 10 -> 12 | ACCEPTED
FLOW 59 CSPF: 0 -> 10 -> 12 | ACCEPTED
FLOW 59 WEIGHTED: 0 -> 10 -> 12 | ACCEPTED

===== RUN 6 =====
FLOW 0 IP: 12 -> 10 -> 6 -> 9 | ACCEPTED
FLOW 0 CSPF: 12 -> 10 -> 6 -> 9 | ACCEPTED
FLOW 0 WEIGHTED: 12 -> 10 -> 6 -> 9 | ACCEPTED
FLOW 1 IP: 12 -> 10 -> 6 -> 4 | ACCEPTED
FLOW 1 CSPF: 12 -> 10 -> 6 -> 4 | ACCEPTED
FLOW 1 WEIGHTED: 12 -> 5 -> 4 | ACCEPTED
FLOW 2 IP: 2 -> 6 -> 10 | ACCEPTED
FLOW 2 CSPF: 2 -> 6 -> 10 | ACCEPTED
FLOW 2 WEIGHTED: 2 -> 6 -> 10 | ACCEPTED
FLOW 3 IP: 12 -> 11 | ACCEPTED
FLOW 3 CSPF: 12 -> 11 | ACCEPTED
FLOW 3 WEIGHTED: 12 -> 11 | ACCEPTED
FLOW 4 IP: 12 -> 10 -> 0 | ACCEPTED
FLOW 4 CSPF: 12 -> 10 -> 0 | ACCEPTED
FLOW 4 WEIGHTED: 12 -> 10 -> 0 | ACCEPTED
FLOW 5 IP: 12 -> 11 -> 7 -> 3 | ACCEPTED
FLOW 5 CSPF: 12 -> 11 -> 7 -> 3 | ACCEPTED
FLOW 5 WEIGHTED: 12 -> 11 -> 7 -> 3 | ACCEPTED
FLOW 6 IP: 8 -> 6 -> 10 | ACCEPTED
FLOW 6 CSPF: 8 -> 6 -> 10 | ACCEPTED
FLOW 6 WEIGHTED: 8 -> 6 -> 10 | ACCEPTED
FLOW 7 IP: 9 -> 6 -> 8 | ACCEPTED
FLOW 7 CSPF: 9 -> 6 -> 8 | ACCEPTED
FLOW 7 WEIGHTED: 9 -> 6 -> 8 | ACCEPTED
FLOW 8 IP: 12 -> 10 -> 6 -> 9 | ACCEPTED
FLOW 8 CSPF: 12 -> 10 -> 6 -> 9 | ACCEPTED
FLOW 8 WEIGHTED: 12 -> 6 -> 9 | ACCEPTED
FLOW 9 IP: 6 -> 8 -> 0 -> 5 | ACCEPTED
FLOW 9 CSPF: 6 -> 8 -> 0 -> 5 | ACCEPTED
FLOW 9 WEIGHTED: 6 -> 4 -> 5 | ACCEPTED
FLOW 10 IP: 12 -> 10 -> 6 | ACCEPTED
FLOW 10 CSPF: 12 -> 10 -> 6 | ACCEPTED
FLOW 10 WEIGHTED: 12 -> 6 | ACCEPTED
FLOW 11 IP: 11 -> 6 -> 1 | ACCEPTED
FLOW 11 CSPF: 11 -> 6 -> 1 | ACCEPTED
FLOW 11 WEIGHTED: 11 -> 6 -> 1 | ACCEPTED
FLOW 12 IP: 10 -> 12 | ACCEPTED
FLOW 12 CSPF: 10 -> 12 | ACCEPTED
FLOW 12 WEIGHTED: 10 -> 12 | ACCEPTED
FLOW 13 IP: 0 -> 8 -> 6 -> 9 | ACCEPTED
FLOW 13 CSPF: 0 -> 8 -> 6 -> 9 | ACCEPTED
FLOW 13 WEIGHTED: 0 -> 8 -> 6 -> 9 | ACCEPTED
FLOW 14 IP: 10 -> 6 -> 4 -> 14 | ACCEPTED
FLOW 14 CSPF: 10 -> 6 -> 4 -> 14 | ACCEPTED
FLOW 14 WEIGHTED: 10 -> 4 -> 14 | ACCEPTED
FLOW 15 IP: 14 -> 13 | ACCEPTED
FLOW 15 CSPF: 14 -> 13 | ACCEPTED
FLOW 15 WEIGHTED: 14 -> 13 | ACCEPTED
FLOW 16 IP: 9 -> 6 -> 10 | ACCEPTED
FLOW 16 CSPF: 9 -> 6 -> 10 | ACCEPTED
FLOW 16 WEIGHTED: 9 -> 6 -> 10 | ACCEPTED
FLOW 17 IP: 0 -> 10 | ACCEPTED
FLOW 17 CSPF: 0 -> 10 | ACCEPTED
FLOW 17 WEIGHTED: 0 -> 10 | ACCEPTED
FLOW 18 IP: 9 -> 6 | ACCEPTED
FLOW 18 CSPF: 9 -> 6 | ACCEPTED
FLOW 18 WEIGHTED: 9 -> 6 | ACCEPTED
FLOW 19 IP: 9 -> 6 -> 1 | ACCEPTED
FLOW 19 CSPF: 9 -> 6 -> 1 | ACCEPTED
FLOW 19 WEIGHTED: 9 -> 6 -> 1 | ACCEPTED
FLOW 20 IP: 14 -> 4 -> 6 -> 10 | ACCEPTED
FLOW 20 CSPF: 14 -> 4 -> 6 -> 10 | ACCEPTED
FLOW 20 WEIGHTED: 14 -> 13 -> 10 | ACCEPTED
FLOW 21 IP: 1 -> 6 -> 9 | ACCEPTED
FLOW 21 CSPF: 1 -> 6 -> 9 | ACCEPTED
FLOW 21 WEIGHTED: 1 -> 6 -> 9 | ACCEPTED
FLOW 22 IP: 11 -> 7 -> 3 | ACCEPTED
FLOW 22 CSPF: 11 -> 7 -> 3 | ACCEPTED
FLOW 22 WEIGHTED: 11 -> 7 -> 3 | ACCEPTED
FLOW 23 IP: 3 -> 7 -> 2 | ACCEPTED
FLOW 23 CSPF: 3 -> 7 -> 2 | ACCEPTED
FLOW 23 WEIGHTED: 3 -> 7 -> 2 | ACCEPTED
FLOW 24 IP: 13 -> 14 | ACCEPTED
FLOW 24 CSPF: 13 -> 14 | ACCEPTED
FLOW 24 WEIGHTED: 13 -> 14 | ACCEPTED
FLOW 25 IP: 3 -> 7 -> 11 -> 12 | ACCEPTED
FLOW 25 CSPF: NONE | REJECTED
FLOW 25 WEIGHTED: NONE | REJECTED
FLOW 26 IP: 10 -> 12 -> 5 | ACCEPTED
FLOW 26 CSPF: 10 -> 12 -> 5 | ACCEPTED
FLOW 26 WEIGHTED: 10 -> 12 -> 5 | ACCEPTED
FLOW 27 IP: 10 -> 6 -> 9 | ACCEPTED
FLOW 27 CSPF: 10 -> 6 -> 9 | ACCEPTED
FLOW 27 WEIGHTED: 10 -> 6 -> 9 | ACCEPTED
FLOW 28 IP: 5 -> 0 -> 8 -> 6 | ACCEPTED
FLOW 28 CSPF: 5 -> 0 -> 8 -> 6 | ACCEPTED
FLOW 28 WEIGHTED: 5 -> 4 -> 6 | ACCEPTED
FLOW 29 IP: 4 -> 6 -> 2 | ACCEPTED
FLOW 29 CSPF: 4 -> 6 -> 2 | ACCEPTED
FLOW 29 WEIGHTED: 4 -> 6 -> 2 | ACCEPTED
FLOW 30 IP: 2 -> 6 | ACCEPTED
FLOW 30 CSPF: 2 -> 6 | ACCEPTED
FLOW 30 WEIGHTED: 2 -> 6 | ACCEPTED
FLOW 31 IP: 6 -> 1 | ACCEPTED
FLOW 31 CSPF: 6 -> 1 | ACCEPTED
FLOW 31 WEIGHTED: 6 -> 1 | ACCEPTED
FLOW 32 IP: 12 -> 10 -> 6 -> 1 | ACCEPTED
FLOW 32 CSPF: 12 -> 10 -> 6 -> 1 | ACCEPTED
FLOW 32 WEIGHTED: 12 -> 1 | ACCEPTED
FLOW 33 IP: 13 -> 14 | ACCEPTED
FLOW 33 CSPF: 13 -> 14 | ACCEPTED
FLOW 33 WEIGHTED: 13 -> 8 -> 14 | ACCEPTED
FLOW 34 IP: 12 -> 10 -> 13 | ACCEPTED
FLOW 34 CSPF: 12 -> 10 -> 13 | ACCEPTED
FLOW 34 WEIGHTED: 12 -> 10 -> 13 | ACCEPTED
FLOW 35 IP: 1 -> 6 -> 8 | ACCEPTED
FLOW 35 CSPF: 1 -> 6 -> 8 | ACCEPTED
FLOW 35 WEIGHTED: 1 -> 6 -> 8 | ACCEPTED
FLOW 36 IP: 4 -> 6 -> 11 | ACCEPTED
FLOW 36 CSPF: 4 -> 6 -> 11 | ACCEPTED
FLOW 36 WEIGHTED: 4 -> 6 -> 11 | ACCEPTED
FLOW 37 IP: 1 -> 6 -> 11 -> 7 -> 3 | ACCEPTED
FLOW 37 CSPF: 1 -> 6 -> 11 -> 7 -> 3 | ACCEPTED
FLOW 37 WEIGHTED: 1 -> 6 -> 11 -> 3 | ACCEPTED
FLOW 38 IP: 7 -> 11 | ACCEPTED
FLOW 38 CSPF: 7 -> 11 | ACCEPTED
FLOW 38 WEIGHTED: 7 -> 11 | ACCEPTED
FLOW 39 IP: 0 -> 8 | ACCEPTED
FLOW 39 CSPF: 0 -> 8 | ACCEPTED
FLOW 39 WEIGHTED: 0 -> 8 | ACCEPTED
FLOW 40 IP: 9 -> 6 -> 10 -> 12 | ACCEPTED
FLOW 40 CSPF: 9 -> 6 -> 10 -> 12 | ACCEPTED
FLOW 40 WEIGHTED: 9 -> 6 -> 12 | ACCEPTED
FLOW 41 IP: 4 -> 6 -> 8 | ACCEPTED
FLOW 41 CSPF: 4 -> 6 -> 8 | ACCEPTED
FLOW 41 WEIGHTED: 4 -> 8 | ACCEPTED
FLOW 42 IP: 14 -> 8 | ACCEPTED
FLOW 42 CSPF: 14 -> 8 | ACCEPTED
FLOW 42 WEIGHTED: 14 -> 8 | ACCEPTED
FLOW 43 IP: 14 -> 4 -> 6 | ACCEPTED
FLOW 43 CSPF: 14 -> 4 -> 6 | ACCEPTED
FLOW 43 WEIGHTED: 14 -> 4 -> 6 | ACCEPTED
FLOW 44 IP: 4 -> 6 -> 9 | ACCEPTED
FLOW 44 CSPF: 4 -> 6 -> 9 | ACCEPTED
FLOW 44 WEIGHTED: 4 -> 9 | ACCEPTED
